,Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
44,44,Suzuki Wagon R LX BS IV,Maruti,2013,85000.0,29685.0,Petrol
45,45,Indigo eCS LS CR4 BS IV,Tata,2017,200000.0,130000.0,Diesel
46,46,Scorpio SLE BS IV,Mahindra,2012,570000.0,19000.0,Diesel
47,47,Polo Highline Exquisite P,Volkswagen,2014,315000.0,60000.0,Petrol
48,48,Spark LS 1.0,Chevrolet,2010,110000.0,41000.0,Petrol
49,49,Duster 110PS Diesel RxZ,Renault,2012,501000.0,35000.0,Diesel
50,50,City,Honda,2015,448999.0,54000.0,Petrol
51,51,Cooper S 1.6,Mini,2013,1891111.0,13000.0,Petrol
52,52,Fabia 1.2L Diesel Ambiente,Skoda,2011,159500.0,38200.0,Diesel
53,53,Amaze,Honda,2015,344999.0,22000.0,Petrol
54,54,Duster,Renault,2014,449999.0,50000.0,Diesel
55,55,Cooper S 1.6,Mini,2013,1891111.0,13500.0,Petrol
56,56,Scorpio S4,Mahindra,2015,865000.0,30000.0,Diesel
57,57,Scorpio VLX 2WD BS IV,Mahindra,2014,699000.0,50000.0,Diesel
58,58,Quanto C8,Mahindra,2013,375000.0,20000.0,Diesel
59,59,EcoSport,Ford,2017,489999.0,39000.0,Petrol
60,60,Brio,Honda,2012,224999.0,30000.0,Petrol
61,61,Vento Highline Plus 1.5 Diesel AT,Volkswagen,2019,1200000.0,3600.0,Diesel
62,62,i20 Magna,Hyundai,2009,195000.0,32000.0,Petrol
63,63,Corolla Altis Diesel D4DG,Toyota,2010,351000.0,38000.0,Diesel
64,64,Verna Transform SX VTVT,Hyundai,2008,160000.0,45000.0,Petrol
65,65,Corolla Altis Petrol Ltd,Toyota,2009,240000.0,35000.0,Petrol
66,66,City 1.5 EXi New,Honda,2005,90000.0,50000.0,Petrol
67,67,Fabia 1.2L Diesel Elegance,Skoda,2011,155000.0,45863.0,Diesel
68,68,3 Series 320i,BMW,2011,600000.0,60500.0,Petrol
69,69,Suzuki A Star Lxi,Maruti,2011,189500.0,12500.0,Petrol
70,70,Etios GD,Toyota,2013,350000.0,60000.0,Diesel
71,71,Figo Diesel EXI Option,Ford,2012,210000.0,35000.0,Diesel
72,72,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2014,390000.0,35000.0,Petrol
73,73,Beat LT Diesel,Chevrolet,2012,135000.0,45000.0,Diesel
74,74,7 Series 740Li Sedan,BMW,2009,1600000.0,35000.0,Petrol
75,75,XUV500 W8 AWD 2013,Mahindra,2013,701000.0,38000.0,Diesel
76,76,i10 Magna 1.2,Hyundai,2014,265000.0,18000.0,Petrol
77,77,Verna Fluidic New,Hyundai,2015,525000.0,35000.0,Diesel
78,78,Suzuki Swift VXi 1.2 BS IV,Maruti,2013,372000.0,13349.0,Petrol
79,79,Suzuki Ertiga ZXI Plus,Maruti,2016,635000.0,29000.0,Petrol
80,80,EcoSport Titanium 1.5L TDCi,Ford,2014,550000.0,44000.0,Diesel
81,81,Suzuki Ertiga Vxi,Maruti,2016,575000.0,29000.0,Petrol
82,82,Suzuki Ertiga VDi,Maruti,2013,485000.0,42000.0,Diesel
83,83,Suzuki Alto LXi BS III,Maruti,2012,155000.0,14000.0,Petrol
84,84,Grand i10 Asta 1.1 CRDi,Hyundai,2014,345000.0,49000.0,Diesel
85,85,Amaze 1.2 S i VTEC,Honda,2014,325000.0,42000.0,Petrol
86,86,i20 Asta 1.4 CRDI 6 Speed,Hyundai,2012,329500.0,36200.0,Diesel
87,87,Figo Diesel EXI,Ford,2014,195000.0,50000.0,Diesel
88,88,Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,251111.0,55000.0,Petrol
89,89,Suzuki Ertiga ZXi,Maruti,2014,569999.0,45000.0,Petrol
90,90,Suzuki Esteem LXi BS III,Maruti,2007,69999.0,51000.0,Petrol
91,91,Suzuki Ritz VXI,Maruti,2014,299999.0,19000.0,Petrol
92,92,Suzuki Dzire,Maruti,2009,220000.0,46000.0,Petrol
93,93,Suzuki Ritz LDi,Maruti,2013,399999.0,33000.0,Diesel
94,94,Suzuki Dzire VDI,Maruti,2015,450000.0,104000.0,Diesel
95,95,Etios Liva G,Toyota,2014,270000.0,55000.0,Petrol
96,96,i20 Sportz 1.4 CRDI,Hyundai,2011,350000.0,33333.0,Diesel
97,97,Spark,Chevrolet,2012,158400.0,33600.0,Petrol
98,98,Suzuki Alto K10 VXi AMT,Maruti,2017,350000.0,5600.0,Petrol
99,99,Micra XV,Nissan,2011,179000.0,41000.0,Petrol
100,100,Suzuki Swift,Maruti,2007,125000.0,70000.0,Petrol
101,101,Suzuki Alto 800,Maruti,2018,200000.0,7500.0,Petrol
102,102,Amaze 1.5 S i DTEC,Honda,2013,299000.0,45000.0,Diesel
103,103,Suzuki Alto 800 Vxi,Maruti,2015,220000.0,38000.0,Petrol
104,104,Beat,Chevrolet,2015,150000.0,30000.0,Petrol
105,105,City 1.5 V MT,Honda,2010,285000.0,35000.0,Petrol
106,106,EcoSport Trend 1.5L TDCi,Ford,2016,830000.0,24330.0,Diesel
107,107,i20 Asta 1.2,Hyundai,2009,210000.0,65480.0,Petrol
108,108,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2013,340000.0,41000.0,Petrol
109,109,Indica V2 eLS,Tata,2006,90000.0,20000.0,Petrol
110,110,Motors Ambassador,Hindustan,2000,70000.0,200000.0,Diesel
111,111,Corolla Altis 1.8 GL,Toyota,2010,289999.0,70000.0,Petrol
112,112,Corolla Altis 1.8 J,Toyota,2012,349999.0,59000.0,Petrol
113,113,Innova 2.5 GX BS IV 7 STR,Toyota,2012,849999.0,99000.0,Diesel
114,114,Jetta Highline TDI AT,Volkswagen,2014,749999.0,46000.0,Diesel
115,115,Polo Comfortline 1.2L P,Volkswagen,2015,399999.0,2800.0,Petrol
116,116,Polo,Volkswagen,2014,274999.0,32000.0,Petrol
117,117,Scorpio,Mahindra,2015,984999.0,22000.0,Diesel
118,118,Sunny,Nissan,2012,224999.0,45000.0,Petrol
119,119,Elite i20,Hyundai,2018,599999.0,21000.0,Petrol
120,120,Kwid,Renault,2016,244999.0,11000.0,Petrol
121,121,Duster,Renault,2013,399999.0,41000.0,Diesel
122,122,Duster,Renault,2014,474999.0,50000.0,Diesel
123,123,Scorpio VLX Airbag,Mahindra,2011,499999.0,66000.0,Diesel
124,124,Suzuki Alto 800 Lxi,Maruti,2018,310000.0,3000.0,Petrol
125,125,Spark LT 1.0,Chevrolet,2010,85000.0,45000.0,Petrol
126,126,Redi GO T O,Datsun,2016,245000.0,7000.0,Petrol
127,127,Suzuki Swift RS VDI,Maruti,2010,189500.0,38500.0,Diesel
128,128,Punto Emotion 1.2,Fiat,2012,169500.0,37200.0,Diesel
129,129,Suzuki Swift RS VDI,Maruti,2010,159500.0,43200.0,Diesel
130,130,Etios GD,Toyota,2013,275000.0,24800.0,Petrol
131,131,i20 Sportz 1.4 CRDI,Hyundai,2014,370000.0,60000.0,Diesel
132,132,i10 Sportz 1.2,Hyundai,2010,168000.0,45872.0,Petrol
133,133,Beat LT Opt Diesel,Chevrolet,2011,150000.0,40000.0,Diesel
134,134,Beat LS Diesel,Chevrolet,2011,145000.0,45000.0,Diesel
135,135,Beat LT Diesel,Chevrolet,2012,98500.0,38000.0,Diesel
136,136,Indigo CS,Tata,2011,85000.0,11400.0,Diesel
137,137,Corolla Altis 1.8 J,Toyota,2015,575000.0,42000.0,Petrol
138,138,City 1.5 V MT,Honda,2014,549000.0,39000.0,Petrol
139,139,Suzuki Swift VDi,Maruti,2011,209000.0,47000.0,Diesel
140,140,Eon Era Plus,Hyundai,2013,185000.0,27000.0,Petrol
141,141,Scorpio S10,Mahindra,2015,900000.0,97200.0,Diesel
142,142,XUV500,Mahindra,2014,699999.0,52000.0,Diesel
143,143,Fiesta,Ford,2011,274999.0,55000.0,Diesel
144,144,City,Honda,2015,599999.0,30000.0,Diesel
145,145,Suzuki Wagon R,Maruti,2012,199999.0,44000.0,Petrol
146,146,City,Honda,2014,544999.0,45000.0,Diesel
147,147,i20,Hyundai,2009,199000.0,31000.0,Petrol
148,148,Indigo eCS LX TDI BS III,Tata,2016,320000.0,175430.0,Diesel
149,149,Fluidic Verna 1.6 CRDi SX,Hyundai,2015,540000.0,38000.0,Diesel
150,150,Quanto C8,Mahindra,2013,340000.0,37000.0,Diesel
151,151,Petra ELX 1.2 PS,Fiat,2008,75000.0,65000.0,Petrol
152,153,Suzuki Ciaz VXi Plus,Maruti,2016,700000.0,3350.0,Petrol
153,154,Suzuki Zen VX,Maruti,2000,55000.0,60000.0,Petrol
154,155,Creta 1.6 SX Plus Petrol,Hyundai,2017,895000.0,32000.0,Petrol
155,156,Scorpio SLX,Mahindra,2007,355000.0,75000.0,Diesel
156,157,Scorpio SLE BS IV,Mahindra,2012,565000.0,62000.0,Diesel
157,158,Innova 2.5 G BS III 8 STR,Toyota,2006,365000.0,73000.0,Diesel
158,159,Suzuki Alto K10 VXi AMT,Maruti,2011,145000.0,41000.0,Petrol
159,160,Suzuki Wagon R LXI BS IV,Maruti,2011,210000.0,35000.0,Petrol
160,162,Suzuki Alto Std BS IV,Maruti,2013,125000.0,39000.0,Petrol
161,163,Suzuki Wagon R LXi BS III,Maruti,2009,135000.0,45000.0,Petrol
162,164,Suzuki Swift VXI BSIII,Maruti,2006,135000.0,45000.0,Petrol
163,165,Sumo Victa EX 10 by 7 Str BSIII,Tata,2012,285000.0,65000.0,Diesel
164,166,Suzuki Wagon R LXi BS III,Maruti,2010,145000.0,54870.0,Petrol
165,167,Suzuki Alto LXi BS III,Maruti,2010,135000.0,34580.0,Petrol
166,168,Passat Diesel Comfortline AT,Volkswagen,2009,450000.0,97000.0,Diesel
167,169,Scala RxL Diesel Travelogue,Renault,2015,375000.0,25000.0,Diesel
168,170,Grand i10 Sportz O 1.2 Kappa VTVT,Hyundai,2014,365000.0,20000.0,Petrol
169,171,i20 Active 1.2 SX,Hyundai,2015,500000.0,18000.0,Petrol
170,172,Xylo E4,Mahindra,2012,400000.0,35000.0,Diesel
171,173,Bolero SLE BS IV,Mahindra,2013,330000.0,80200.0,Diesel
172,174,Motors  One LX ABS 7 STR,Force,2015,580000.0,3200.0,Diesel
173,175,Suzuki SX4,Maruti,2012,265000.0,46000.0,Diesel
174,176,Suzuki Alto 800,Maruti,2015,219000.0,5000.0,Petrol
175,177,Etios,Toyota,2011,275000.0,36000.0,Diesel
176,178,Polo,Volkswagen,2015,330000.0,38000.0,Diesel
177,179,City ZX VTEC,Honda,2008,110000.0,45000.0,Petrol
178,180,Suzuki Wagon R LX BS III,Maruti,2006,80000.0,71200.0,Petrol
179,181,City VX O MT Diesel,Honda,2016,519000.0,52000.0,Diesel
180,182,Thar CRDe 4x4 AC,Mahindra,2016,730000.0,29000.0,Diesel
181,183,A4 1.8 TFSI Multitronic Premium Plus,Audi,2009,699000.0,47000.0,Petrol
182,184,Benz GLA Class 200 CDI Sport,Mercedes,2015,2000000.0,20000.0,Diesel
183,185,Rover Freelander 2 SE,Land,2015,2100000.0,30000.0,Diesel
184,186,Kwid RXT,Renault,2017,340000.0,5000.0,Petrol
185,187,Aria Pleasure 4X2,Tata,2014,390000.0,35000.0,Diesel
186,188,Benz B Class B180 Sports,Mercedes,2014,1400000.0,31000.0,Petrol
187,189,GO T O,Datsun,2016,245000.0,7000.0,Petrol
188,190,Indigo eCS LX TDI BS III,Tata,2016,320000.0,175400.0,Diesel
189,191,Jazz VX MT,Honda,2016,450000.0,41000.0,Petrol
190,192,Amaze 1.2 S i VTEC,Honda,2014,311000.0,33000.0,Petrol
191,193,City,Honda,2012,399999.0,45000.0,Petrol
192,194,City,Honda,2015,599999.0,39000.0,Diesel
193,195,Scorpio S4,Mahindra,2015,855000.0,30000.0,Diesel
194,196,i20 Active 1.4L SX O,Hyundai,2015,535000.0,37000.0,Diesel
195,197,Cooper S,Mini,2013,1891111.0,13000.0,Petrol
196,198,Suzuki Ciaz ZXI Plus,Maruti,2017,699000.0,14000.0,Petrol
197,199,Tavera Neo,Chevrolet,2013,375000.0,55000.0,Diesel
198,200,Eon Sportz,Hyundai,2012,178000.0,30000.0,Petrol
199,201,Sumo Gold Select Variant,Tata,2013,300000.0,50000.0,Diesel
200,202,Suzuki Wagon R 1.0,Maruti,2003,90000.0,45000.0,Petrol
201,203,Suzuki Esteem VXi BS III,Maruti,2006,95000.0,45000.0,Petrol
202,204,Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,255000.0,9300.0,Petrol
203,205,Enjoy 1.4 LS 8 STR,Chevrolet,2013,245000.0,55000.0,Diesel
204,206,Suzuki Wagon R 1.0 VXi,Maruti,2015,289999.0,22000.0,Petrol
205,207,Terrano XL D Plus,Nissan,2015,499999.0,60000.0,Diesel
206,208,Duster 85 PS RxE Diesel,Renault,2014,489999.0,59000.0,Diesel
207,209,Duster 85 PS RxL Diesel,Renault,2015,549999.0,19000.0,Diesel
208,210,Suzuki Dzire ZXI,Maruti,2013,380000.0,30000.0,Petrol
209,211,Kwid RXT Opt,Renault,2018,325000.0,15000.0,Petrol
210,212,Suzuki  800 Std,Maruti,2003,57000.0,56758.0,Petrol
211,213,Kwid 1.0 RXT AMT,Renault,2018,349999.0,10000.0,Petrol
212,214,Scala RxL Diesel,Renault,2014,349999.0,49000.0,Diesel
213,215,Grand i10 Asta 1.2 Kappa VTVT O,Hyundai,2014,410000.0,41000.0,Petrol
214,216,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,225000.0,45000.0,Petrol
215,217,Beat LS Petrol,Chevrolet,2010,120000.0,43000.0,Petrol
216,218,Santro Xing XO eRLX Euro III,Hyundai,2000,59000.0,56450.0,Petrol
217,219,Beat LS Petrol,Chevrolet,2010,80000.0,56000.0,Petrol
218,220,Beat LS Petrol,Chevrolet,2015,220000.0,32700.0,Petrol
219,221,EcoSport Titanium 1.5L TDCi,Ford,2016,599000.0,30000.0,Diesel
220,222,Accent GLX,Hyundai,2006,80000.0,56000.0,Petrol
221,223,TUV300 T4 Plus,Mahindra,2016,675000.0,9000.0,Diesel
222,224,Indica V2 Xeta e GLE,Tata,2008,150000.0,11000.0,Petrol
223,225,Indigo CS LS DiCOR,Tata,2009,72500.0,46000.0,Diesel
224,226,Scorpio VLX Special Edition BS III,Mahindra,2004,230000.0,160000.0,Diesel
225,227,Accord,Honda,2009,175000.0,58559.0,Petrol
226,228,EcoSport Titanium 1.5 TDCi,Ford,2014,520000.0,57000.0,Diesel
227,229,Suzuki Ertiga,Maruti,2015,524999.0,50000.0,Diesel
228,230,Amaze,Honda,2014,299999.0,37000.0,Petrol
229,231,Suzuki Dzire,Maruti,2012,299999.0,40000.0,Petrol
230,232,City,Honda,2011,284999.0,55000.0,Petrol
231,233,Scorpio 2.6 CRDe,Mahindra,2007,220000.0,170000.0,Diesel
232,234,Suzuki Dzire,Maruti,2014,424999.0,55000.0,Diesel
233,235,City,Honda,2015,644999.0,39000.0,Petrol
234,236,Mobilio,Honda,2014,399999.0,44000.0,Petrol
235,237,Corolla Altis,Toyota,2009,199999.0,65000.0,Petrol
236,238,City,Honda,2014,584999.0,39000.0,Petrol
237,239,Laura,Skoda,2012,349999.0,44000.0,Diesel
238,240,Duster,Renault,2015,449999.0,49000.0,Diesel
239,241,Suzuki Ertiga,Maruti,2018,799999.0,9000.0,Diesel
240,242,Suzuki Dzire,Maruti,2015,444999.0,45000.0,Diesel
241,243,XUV500,Mahindra,2014,649999.0,47000.0,Diesel
242,244,Verna Fluidic,Hyundai,2012,444999.0,40000.0,Diesel
243,245,Suzuki Vitara Brezza,Maruti,2016,689999.0,29000.0,Diesel
244,246,Suzuki Wagon R,Maruti,2016,344999.0,15000.0,Petrol
245,247,Scorpio,Mahindra,2015,944999.0,45000.0,Diesel
246,248,Amaze,Honda,2014,274999.0,35000.0,Petrol
247,249,XUV500,Mahindra,2013,689999.0,80000.0,Diesel
248,250,Scorpio,Mahindra,2013,574999.0,68000.0,Diesel
249,251,Laura,Skoda,2013,374999.0,50000.0,Diesel
250,252,Polo,Volkswagen,2010,199999.0,60000.0,Diesel
251,253,Elite i20,Hyundai,2016,549999.0,9000.0,Petrol
252,254,Manza Aura Quadrajet,Tata,2012,130000.0,72000.0,Diesel
253,255,Sail UVA Petrol LT ABS,Chevrolet,2013,210000.0,60000.0,Petrol
254,256,Verna Fluidic 1.6 VTVT SX,Hyundai,2013,401000.0,45000.0,Diesel
255,257,A4 2.0 TDI 177bhp Premium,Audi,2012,1350000.0,40000.0,Diesel
256,258,Elantra SX,Hyundai,2013,600000.0,20000.0,Petrol
257,259,Scorpio VLX 4WD Airbag,Mahindra,2013,610000.0,35000.0,Diesel
258,260,KUV100 K8 D 6 STR,Mahindra,2016,400000.0,20000.0,Diesel
259,261,Grand i10,Hyundai,2017,524999.0,6821.0,Petrol
260,262,i20,Hyundai,2014,449999.0,23000.0,Petrol
261,263,Eon,Hyundai,2014,174999.0,14000.0,Petrol
262,264,i10,Hyundai,2012,244999.0,38000.0,Petrol
263,265,i20 Active,Hyundai,2015,574999.0,35000.0,Diesel
264,266,Redi GO,Datsun,2017,244999.0,22000.0,Petrol
265,267,Etios Liva,Toyota,2011,239999.0,41000.0,Petrol
266,268,Accent,Hyundai,2010,99999.0,45000.0,Petrol
267,269,Verna,Hyundai,2014,489999.0,44000.0,Diesel
268,270,Suzuki Swift,Maruti,2013,324999.0,45000.0,Diesel
269,271,Fortuner,Toyota,2011,1074999.0,52000.0,Diesel
270,272,i10 Sportz,Hyundai,2012,230000.0,34000.0,Petrol
271,273,Bolero Power Plus SLE,Mahindra,2018,699000.0,1800.0,Diesel
272,274,XUV500,Mahindra,2015,1000000.0,15000.0,Diesel
273,275,City 1.5 V MT Exclusive,Honda,2010,240000.0,400000.0,Petrol
274,276,Spark LT 1.0 Airbag,Chevrolet,2009,110000.0,44000.0,Petrol
275,277,XUV500,Mahindra,2016,1130000.0,72000.0,Diesel
276,278,Indigo eCS VX CR4 BS IV,Tata,2014,250000.0,40000.0,Diesel
277,279,Rapid Elegance 1.6 TDI CR MT,Skoda,2013,340000.0,48000.0,Diesel
278,280,Vista Quadrajet VX,Tata,2011,120000.0,90000.0,Diesel
279,281,Suzuki Alto K10 VXi AT,Maruti,2015,265000.0,12000.0,Petrol
280,282,Suzuki Zen LXi BS III,Maruti,2003,85000.0,69900.0,Petrol
281,283,i10 Magna 1.2,Hyundai,2011,175000.0,45000.0,Petrol
282,284,Suzuki Swift Dzire Tour LDi,Maruti,2016,350000.0,166000.0,Diesel
283,285,City ZX EXi,Honda,2008,149000.0,42000.0,Petrol
284,286,Beat Diesel,Chevrolet,2017,150000.0,62000.0,Diesel
285,287,City 1.5 S MT,Honda,2010,225000.0,70000.0,Petrol
286,288,Verna 1.4 VTVT,Hyundai,2014,375000.0,36000.0,Petrol
287,290,Suzuki Swift,Maruti,2014,335000.0,55000.0,Diesel
288,291,Elite i20 Asta 1.4 CRDI,Hyundai,2015,450000.0,20000.0,Diesel
289,292,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2012,225000.0,40000.0,Petrol
290,293,Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,80000.0,50000.0,Petrol
291,294,Indigo LX TDI BS III,Tata,2016,130000.0,104000.0,Diesel
292,295,Vento Konekt Diesel Highline,Volkswagen,2011,245000.0,65000.0,Diesel
293,296,Benz C Class 200 CDI Classic,Mercedes,2002,399000.0,41000.0,Petrol
294,297,Suzuki Ertiga VDi,Maruti,2013,450000.0,90000.0,Diesel
295,298,City,Honda,2000,65000.0,80000.0,Petrol
296,299,Santro Xing GLS,Hyundai,2006,75000.0,46000.0,Petrol
297,300,Suzuki Omni Limited Edition,Maruti,2001,70000.0,70000.0,Petrol
298,301,Sonata Transform 2.4 GDi MT,Hyundai,2017,190000.0,36469.0,Diesel
299,302,Elite i20 Sportz 1.2,Hyundai,2018,600000.0,7800.0,Petrol
300,303,Suzuki Alto 800 Lxi,Maruti,2017,240000.0,60000.0,Petrol
301,304,Suzuki Alto LXi BS III,Maruti,2011,155000.0,32000.0,Petrol
302,305,Jazz S MT,Honda,2009,169999.0,24695.0,Petrol
303,306,Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2017,450000.0,15141.0,Petrol
304,308,Scorpio W Turbo 2.6DX 9 Seater,Mahindra,2012,165000.0,65000.0,Diesel
305,309,Suzuki Alto K10 VXi,Maruti,2014,270000.0,22000.0,Petrol
306,310,Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2016,280000.0,59910.0,Diesel
307,311,XUV500 W8,Mahindra,2012,560000.0,100000.0,Diesel
308,312,Creta 1.6 SX Plus Petrol,Hyundai,2016,950000.0,25000.0,Petrol
309,313,i20 Magna O 1.2,Hyundai,2013,310000.0,35000.0,Petrol
310,314,Duster 85 PS RxL Explore LE,Renault,2015,715000.0,65000.0,Diesel
311,315,Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,340000.0,35000.0,Petrol
312,316,Brio V MT,Honda,2012,235000.0,33000.0,Petrol
313,317,TUV300 T4 Plus,Mahindra,2017,610000.0,68000.0,Diesel
314,318,Spark LS 1.0,Chevrolet,2010,95000.0,23000.0,Petrol
315,319,TUV300 T8,Mahindra,2018,1000000.0,4500.0,Diesel
316,320,Suzuki Swift Dzire Tour LDi,Maruti,2015,220000.0,129000.0,Diesel
317,321,Suzuki Alto 800 Vxi,Maruti,2015,230000.0,5000.0,Petrol
318,323,Fortuner 3.0 4x4 MT,Toyota,2010,940000.0,131000.0,Diesel
319,324,Manza ELAN Quadrajet,Tata,2010,155555.0,111111.0,Petrol
320,325,Benz A Class A 180 Sport Petrol,Mercedes,2013,1500000.0,14000.0,Petrol
321,326,Beat LS Diesel,Chevrolet,2016,210000.0,22000.0,Diesel
322,327,EcoSport Trend 1.5L TDCi,Ford,2013,495000.0,38000.0,Diesel
323,328,Indigo LS,Tata,2016,125000.0,70000.0,Diesel
324,329,i20 Magna 1.2,Hyundai,2010,195000.0,36000.0,Petrol
325,330,Vento Highline Plus 1.5 Diesel AT,Volkswagen,2015,550000.0,34000.0,Diesel
326,331,Kwid RXT,Renault,2015,270000.0,43000.0,Petrol
327,332,EcoSport Titanium 1.5L TDCi,Ford,2014,500000.0,40000.0,Diesel
328,333,Amaze 1.5 E i DTEC,Honda,2016,240000.0,160000.0,Diesel
329,334,Verna 1.6 EX VTVT,Hyundai,2017,800000.0,12000.0,Petrol
330,335,5 Series 520d Sedan,BMW,2011,1299000.0,49000.0,Diesel
331,336,Superb 1.8 TFSI AT,Skoda,2011,530000.0,68000.0,Petrol
332,337,Q3 2.0 TDI quattro Premium,Audi,2013,1499000.0,37000.0,Diesel
333,338,Bolero DI BSII,Mahindra,2012,220000.0,59466.0,Diesel
334,339,Figo Duratorq Diesel Titanium 1.4,Ford,2012,250000.0,99000.0,Diesel
335,340,Suzuki Wagon R VXI BS IV,Maruti,2018,395000.0,25500.0,Petrol
336,341,Logan Diesel 1.5 DLS,Mahindra,2009,130000.0,66000.0,Petrol
337,343,TUV300 T4 Plus,Mahindra,2016,540000.0,35000.0,Diesel
338,344,Elite i20 Magna 1.2,Hyundai,2015,405000.0,28000.0,Petrol
339,345,Elite i20 Magna 1.2,Hyundai,2015,400000.0,30000.0,Petrol
340,346,City SV,Honda,2017,760000.0,4000.0,Petrol
341,347,Suzuki Baleno Delta 1.2,Maruti,2016,500000.0,28000.0,Petrol
342,348,Figo Petrol LXI,Ford,2011,175000.0,75000.0,Petrol
343,349,City,Honda,2017,750000.0,3000.0,Petrol
344,350,Elite i20 Magna 1.2,Hyundai,2015,419000.0,20000.0,Petrol
345,351,Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,90000.0,50000.0,Petrol
346,352,Eon Era Plus,Hyundai,2018,140000.0,2110.0,Petrol
347,353,Pajero Sport Limited Edition,Mitsubishi,2015,1540000.0,43222.0,Petrol
348,354,i10 Magna 1.2 Kappa2,Hyundai,2008,275000.0,100200.0,Petrol
349,355,Corolla H2,Toyota,2003,150000.0,100000.0,Petrol
350,356,Indigo CS eLS BS IV,Tata,2015,123000.0,100000.0,Diesel
